year,state,yield_bu_acre,tavg_may,prcp_may,tavg_jun,prcp_jun,tavg_jul,prcp_jul,tavg_aug,prcp_aug,tavg_sep,prcp_sep,tavg_oct,prcp_oct,ndvi_aug1,ndvi_sep1,ndvi_oct1,ndvi_final
2013,Nebraska,165.75,,5.0476,,2.2382,,1.9801,,3.1301,,2.5098,,3.245,0.7229608210895986,0.7244689991487334,0.5006142663345474,0.2817013729118665
2013,Wisconsin,144.25,54.1,5.446804123711341,67.2,6.01979797979798,69.525,2.658229166666666,67.66666666666667,2.4884536082474225,,2.3146,,3.2209,0.7355699004718518,0.7329610194744143,0.6139578126420676,0.4360941965877348
2014,Colorado,144.8,,3.2582,,1.4196,,3.8078,,1.6981,,2.0723,,1.1723,0.48009503283178784,0.5299988277719293,0.423069691249763,0.28194532904810016
2014,Iowa,183.2,,3.2208,,9.0122,,3.6646,,5.9125,,4.6069,,3.4794,0.8429581086251341,0.8024893705308042,0.5041352179397584,0.2843446527992286
2014,Missouri,175.2,,3.0195,,6.3448,,2.5908,,4.0221,,4.4125,,7.5427,0.7777357234313139,0.7791499566336941,0.5134049181843879,0.3446381225319603
2014,Nebraska,178.6,,3.0342,,7.0745000000000005,,1.4401,,5.131,,2.7592000000000003,,1.1772,0.7229608210895986,0.7244689991487334,0.5006142663345474,0.2817013729118665
2014,Wisconsin,159.6,,3.9449,,7.3049,,2.7372,,5.0243,,3.4583,,2.9443,0.7355699004718518,0.7329610194744143,0.6139578126420676,0.4360941965877348
2015,Colorado,152.0,,6.1175,,3.1816000000000004,,2.0416,,1.2106,,0.3791,,1.9258,,,,
2015,Iowa,185.6,,5.2425,,7.2013,,5.443,,5.126799999999999,,4.3547,,1.9202,,,,
2015,Missouri,147.2,,7.9123,,7.710800000000001,,8.267000000000001,,3.5232,,2.3018,,1.4614000000000005,,,,
2015,Nebraska,185.4,,5.7212,,4.6305000000000005,,3.0943,,2.9376,,2.7102,,1.2744,,,,
2015,Wisconsin,163.6,,4.3299,,4.187,,4.118399999999999,,4.3962,,4.586600000000001,,2.5542,,,,
2016,Colorado,139.4,,1.8952,,1.5275,,0.9647,,1.3758,,0.3649,,0.352,0.3147736519077813,0.6626851181318658,0.2724485153969868,0.3124056979359261
2016,Iowa,198.6,,4.3026,,3.9523,,6.395499999999999,,6.644299999999999,,6.0368,,1.9354,0.8420789342997136,0.6321067385945774,0.4221345428894413,0.3122185238006624
2016,Missouri,164.8,,5.4583,,2.2884,,7.538099999999999,,6.1935,,5.374099999999999,,2.1098,0.6802938437084104,0.658402332699374,0.4582180870618422,0.383643605209348
2016,Nebraska,182.8,,5.0256,,1.8231,,3.6882,,3.2197,,2.2206,,1.1359,0.7936633885901506,0.5776143224522375,0.501399157443243,0.3213189520266195
2016,Wisconsin,176.6,,3.0233,,4.8931,,4.9183,,5.3165,,5.4222,,3.3734,0.8270219980237641,0.6510085214051714,0.5677351396995872,0.4650547097919336
2017,Colorado,145.2,,4.6821,,0.6843,,1.7855,,1.6906,,1.7075,,1.4254,0.4707739328374773,0.4430564423899372,0.394209990777422,0.4099483997011234
2017,Iowa,193.0,,4.91,,3.617,,3.364,,3.1688,,2.2034,,5.3606,0.8518439704706483,0.794756917220231,0.502566453536098,0.3091007732305421
2017,Missouri,168.6,,5.889500000000001,,4.4231,,3.9625,,5.6942,,1.2119,,4.3992,0.8265535046695588,0.7747629771579533,0.4817858918602371,0.3788099468459984
2017,Nebraska,181.0,,5.3786000000000005,,1.5416,,2.2772,,4.5281,,2.3776,,2.8391,0.6875957440341466,0.5512319440883926,0.4847188025309659,0.3204626677959357
2017,Wisconsin,166.0,,4.8195,,5.7575,,4.9626,,4.2296,,1.6469,,4.1766000000000005,0.6888307107731373,0.775242701221992,0.5519514292669458,0.5519514292669458
2018,Colorado,129.2,,2.7491000000000003,,1.3387,,2.6155,,1.0254,,0.7847,,1.7577,0.6170532929165118,0.4240806459254712,0.4021703217060469,0.2984837815100681
2018,Iowa,201.2,,4.8008,,7.216,,3.7979,,6.471,,8.0883,,5.0838,0.838142357333719,0.7311969041422454,0.4416297855006869,0.3103394874738041
2018,Missouri,139.2,,4.1422,,3.7069,,2.1067,,5.3118,,2.8177,,5.519299999999999,0.842495521646161,0.6355040238079767,0.4416371042456021,0.3249514490583722
2018,Nebraska,195.2,,4.6742,,5.2038,,4.3143,,2.6209,,2.5707,,2.5856,0.7761093367914697,0.8073233978657374,0.4566558884440181,0.2957675903986531
2018,Wisconsin,176.8,,5.8256000000000006,,5.9437,,3.1674,,7.3148,,5.5723,,5.4002,0.6785996313167132,0.7943802864240065,0.5347253937932146,0.4233576569867048
2019,Colorado,141.0,,2.7858,,2.1392,,2.1527000000000003,,0.9873,,0.7637,,1.3107,0.5524020316546869,0.3831303541554114,0.3847567567974496,0.2900515955261056
2019,Iowa,192.8,,9.1798,,4.2961,,3.1957,,4.1903,,6.7222,,4.356,0.7946331831606882,0.8734147485655878,0.6854968019097573,0.3151136953001154
2019,Missouri,157.0,,10.2257,,5.9429,,4.5981,,6.680499999999999,,3.4767,,5.0607,0.7238322360100783,0.8746611717732997,0.7644987378995735,0.3816335877335843
2019,Nebraska,184.4,,6.87,,4.0145,,4.6096,,4.861,,2.095,,1.6463,0.7278368149158467,0.6602752969689071,0.5146740966091202,0.3149584447570328
2019,Wisconsin,164.0,,5.7203,,3.6542,,5.125900000000001,,3.6078,,6.9667,,5.320499999999999,0.6749181177799776,0.6610341479119068,0.6905037168574489,0.600797611966968
2020,Colorado,119.4,,1.4464,,1.2341,,1.2603,,0.5573,,0.9836,,0.5096,0.7002806895387581,0.5733194761707111,0.3973080167319325,0.078682026048124
2020,Iowa,188.0,,4.6309,,5.3881,,3.1957,,1.0846,,5.2049,,2.235,0.8567755448282749,0.8218937582855329,0.490753812016436,0.1718692832591593
2020,Missouri,170.0,,5.5977,,3.9703,,6.3077,,3.1856,,3.1929000000000003,,3.2742,0.8658378434303708,0.8149418610207104,0.5315782042506082,0.2847671737871722
2020,Nebraska,186.2,,4.3131,,1.9379,,3.7456,,0.966,,1.0208,,0.555,0.6869050089121372,0.8127749974793902,0.5411961992105149,0.0795177034108944
2020,Wisconsin,181.2,,4.0607,,4.8655,,5.6439,,3.5576,,3.1444,,3.2303,0.7867188110088864,0.8061506280218242,0.581806160110209,0.344630155956878
2021,Colorado,132.2,,3.6117,,1.8644,,1.9118,,1.099,,0.5954999999999999,,0.3621999999999999,0.3841084810121458,0.6517421130529524,0.4712496819785605,0.316766950384068
2021,Iowa,199.4,,4.1084,,4.0134,,4.4712,,4.6051,,1.7756999999999998,,5.2719000000000005,0.8495944413085376,0.8684734063180003,0.5434300354822277,0.3107869783231028
2021,Missouri,164.6,,5.2918,,7.4735,,4.3019,,2.7334,,2.6324,,6.1061000000000005,0.6074936924569044,0.8646194645987794,0.5300561421676337,0.3963381039191915
2021,Nebraska,189.8,,3.7311,,1.726,,2.296,,2.7607,,1.6088,,1.9306,0.5907280049925531,0.8110273551324222,0.5003571791522287,0.3043719594230575
2021,Wisconsin,172.6,,3.0678,,3.5717000000000003,,3.2753,,4.9917,,2.6763,,2.3428,0.643604176013376,0.7088846855408291,0.5144653659261981,0.3689528967693566
2022,Colorado,122.2,,1.9204,,1.4582,,2.3643,,2.4475,,1.0387,,0.9416,0.3954229204140023,0.4636991608681463,0.4733337139009227,0.2765279492105179
2022,Iowa,201.4,,3.5633,,4.2943,,3.7265,,3.8354,,2.101,,1.1388,0.8813609344233547,0.8028529752093939,0.4301811228200162,0.2829593401101486
2022,Missouri,153.6,,6.5379,,3.1304000000000003,,3.9478,,3.5592,,1.5717,,2.9358,0.6986052595489974,0.6497244544113676,0.4935803535140504,0.287520491366697
2022,Nebraska,172.4,,3.3577,,1.9885,,3.3706,,1.004,,1.4031,,0.4793,0.6915057084142856,0.7959083988185064,0.5442679570736111,0.3110123400241761
2022,Wisconsin,182.4,,3.8493,,3.0199000000000003,,3.7206,,4.754700000000001,,3.7361,,1.1589,0.7868880753786208,0.8191691594660764,0.7217464457610472,0.357681950822782
2023,Colorado,126.8,,5.1347000000000005,,4.3631,,1.9066,,1.7515,,1.3271000000000002,,0.6464,0.29277705046065,0.5289172585872062,0.5039655266035844,0.2860221908674306
2023,Iowa,200.6,,2.4548,,2.4389,,3.0806,,2.8405,,2.1432,,3.1533,0.8212335469746312,0.8243838585900067,0.4322133491535525,0.2681104987334326
2023,Missouri,145.8,,2.6768,,1.9586,,4.4457,,5.9026,,2.0159,,3.1801,0.8746716744472836,0.8753150781578722,0.4948290782237503,0.3633087295649632
2023,Nebraska,178.0,,4.6530000000000005,,3.455,,3.2793,,2.8987,,1.9896,,1.8549,0.7122860602641747,0.7654542681514998,0.436602671481458,0.3092810612242096
2023,Wisconsin,168.6,,1.3844,,1.7667,,3.9914,,2.7317,,3.4721,,3.2726,0.794806790986461,0.5927021783012535,0.6983765447304187,0.340688358331944
2024,Colorado,122.2,,0.9804,,1.1845,,1.3430000000000002,,1.9025,,1.3683,,0.6267,0.5932632447440765,0.6393588806656619,0.5081846973549617,0.2686193702495379
2024,Iowa,211.8,,7.2714,,4.965199999999999,,5.3260000000000005,,3.1352999999999995,,0.8706,,1.986,0.8509600648266392,0.8733250278516618,0.5888110581496098,0.2786032949620905
2024,Missouri,182.4,,5.449,,5.3861,,6.4128,,3.0491,,3.1975,,1.5192,0.8798379349640607,0.8644182460759139,0.4244606644361932,0.3007700153023161
2024,Nebraska,193.4,,4.4085,,3.5904000000000003,,3.2812,,2.6448,,0.3306,,0.74,0.8400173228916232,0.7386110113815075,0.5256564450657663,0.2786216371462195
2024,Wisconsin,180.4,,5.2887,,7.7389,,4.6955,,3.9052,,2.1659,,2.2155,0.7387407929657291,0.7880768669766686,0.6643101176335384,0.4717329993961002
2025,Colorado,,,3.1596,,1.7374,,1.3313,,1.3731,,2.0728,,1.7844,,,,
2025,Iowa,,,2.7058,,5.6234,,9.0224,,3.3994,,1.6459,,1.8715,,,,
2025,Missouri,,,4.214700000000001,,6.604399999999999,,5.211799999999999,,1.0802,,2.8509,,2.9919,,,,
2025,Nebraska,,,3.1819,,5.7516,,4.4009,,3.4346,,2.8564,,1.3193,,,,
2025,Wisconsin,,,2.8923,,5.0382,,5.0596,,4.1406,,2.1339,,1.236,,,,
